State,Start,End,Run time
sODS_SQL,2018/03/06 06:26:25,2018/03/06 06:49:38,0:23:13
sODS_SQL_UPDATE,2018/03/06 06:26:25,2018/03/06 06:39:26,0:13:1
sODS_UPD_CS,2018/03/06 06:26:25,2018/03/06 06:26:26,0:0:1
sUPDATE_STATISTICS,2018/03/06 06:26:25,2018/03/06 06:49:38,0:23:13
sODS_UPD_CS_FUT,2018/03/06 06:26:25,2018/03/06 06:26:26,0:0:1
sODS_UPD_DT,2018/03/06 06:26:25,2018/03/06 06:39:00,0:12:35
sODS_UPD_DT_SV,2018/03/06 06:26:25,2018/03/06 06:26:26,0:0:1
sODS_UPD_MV,2018/03/06 06:26:25,2018/03/06 06:39:26,0:13:1
sODS_UPD_PL,2018/03/06 06:26:25,2018/03/06 06:38:55,0:12:30
sODS_UPD_PL_SV,2018/03/06 06:26:25,2018/03/06 06:39:01,0:12:36
sODS_UPD_SV,2018/03/06 06:26:26,2018/03/06 06:30:07,0:3:41
sODS_UPD_XG,2018/03/06 06:26:26,2018/03/06 06:26:41,0:0:15
sODS_VALIDATE_INTEGRITY,2018/03/06 06:49:38,2018/03/06 06:49:45,0:0:7
sWORKFLOW_RESET,2018/03/06 06:49:45,2018/03/06 06:49:46,0:0:1
sBACKUP,2018/03/06 06:49:46,2018/03/06 06:49:46,0:0:0
sMARKER_END,2018/03/06 06:49:46,2018/03/06 06:50:07,0:0:21
sEMAIL_END,2018/03/06 06:50:07,2018/03/06 06:50:07,0:0:0
State,Start,End,Run time
sEOD_LIVE,2018/03/07 00:45:40,2018/03/07 05:47:30,5:1:50
sEMAIL_START,2018/03/07 00:45:40,2018/03/07 00:45:40,0:0:0
sMARKER_START,2018/03/07 00:45:40,2018/03/07 00:46:01,0:0:21
sCHECK_DATE,2018/03/07 00:46:01,2018/03/07 00:46:03,0:0:2
sDATE_INIT,2018/03/07 00:46:03,2018/03/07 00:49:35,0:3:32
sSTG_WAIT_COMPTA_PLCOMP,2018/03/07 00:49:35,2018/03/07 01:06:35,0:17:0
sSTG_TRUNCATE,2018/03/07 01:06:35,2018/03/07 01:06:37,0:0:2
sSTG_DROP_INDEX,2018/03/07 01:06:37,2018/03/07 01:06:38,0:0:1
sSTG_FEED_MAIN,2018/03/07 01:06:38,2018/03/07 04:10:10,3:3:32
sSTG_FEED_MISC_ALL,2018/03/07 01:06:38,2018/03/07 02:11:01,1:4:23
sSTG_FEED_MISC_MAIN,2018/03/07 01:06:38,2018/03/07 02:11:01,1:4:23
sSTG_FEED_COM_RISK_SPEC_ALL,2018/03/07 01:06:38,2018/03/07 02:00:45,0:54:7
sSTG_FEED_MISC,2018/03/07 01:06:38,2018/03/07 02:10:52,1:4:14
sSTG_FEED_COM_RISK_SPEC_MAIN,2018/03/07 01:06:38,2018/03/07 02:00:44,0:54:6
sSTG_FEED_CS_ALL,2018/03/07 01:06:38,2018/03/07 03:05:41,1:59:3
sSTG_FEED_MISC_MAIN2,2018/03/07 01:06:38,2018/03/07 02:02:54,0:56:16
sSTG_FEED_MISC_2A,2018/03/07 01:06:38,2018/03/07 01:57:49,0:51:11
sSTG_FEED_CS_MAIN,2018/03/07 01:06:38,2018/03/07 03:02:38,1:56:0
sSTG_FEED_DT_ALL,2018/03/07 01:06:38,2018/03/07 03:00:48,1:54:10
sSTG_FEED_CS_OM,2018/03/07 01:06:38,2018/03/07 03:02:38,1:56:0
sSTG_FEED_DT_MAIN,2018/03/07 01:06:38,2018/03/07 03:00:06,1:53:28
sSTG_FEED_DT_01,2018/03/07 01:06:38,2018/03/07 02:55:28,1:48:50
sSTG_FEED_FX_RISK_SPEC_ALL,2018/03/07 01:06:38,2018/03/07 03:02:41,1:56:3
sSTG_FEED_CS_TODAY,2018/03/07 01:06:38,2018/03/07 02:44:03,1:37:25
sSTG_FEED_FX_RISK_SPEC_MAIN,2018/03/07 01:06:38,2018/03/07 03:02:40,1:56:2
sSTG_FEED_IRD_RISK_SPEC_ALL,2018/03/07 01:06:38,2018/03/07 02:53:28,1:46:50
sSTG_FEED_CS_OTHER,2018/03/07 01:06:38,2018/03/07 02:41:46,1:35:8
sSTG_FEED_IRD_RISK_SPEC_MAIN,2018/03/07 01:06:38,2018/03/07 02:53:28,1:46:50
sSTG_FEED_PL_ALL,2018/03/07 01:06:38,2018/03/07 02:45:54,1:39:16
sSTG_FEED_PL_MAIN,2018/03/07 01:06:38,2018/03/07 02:45:33,1:38:55
sSTG_FEED_PL_SV_ALL,2018/03/07 01:06:38,2018/03/07 03:13:25,2:6:47
sSTG_FEED_PL_SV_MAIN,2018/03/07 01:06:38,2018/03/07 03:13:15,2:6:37
sSTG_FEED_PL_OIS_YEST,2018/03/07 01:06:38,2018/03/07 01:52:38,0:46:0
sSTG_FEED_MV_ALL,2018/03/07 01:06:38,2018/03/07 02:43:29,1:36:51
sSTG_FEED_MV_MAIN,2018/03/07 01:06:38,2018/03/07 02:43:00,1:36:22
sSTG_FEED_PL_SV_YEST,2018/03/07 01:06:38,2018/03/07 03:13:15,2:6:37
sSTG_FEED_PL_OM-1,2018/03/07 01:06:38,2018/03/07 02:33:17,1:26:39
sSTG_FEED_SV_ALL,2018/03/07 01:06:38,2018/03/07 03:10:57,2:4:19
sSTG_FEED_PL_2OM,2018/03/07 01:06:38,2018/03/07 02:45:33,1:38:55
sSTG_FEED_SV_MAIN,2018/03/07 01:06:38,2018/03/07 03:10:19,2:3:41
sSTG_FEED_PL_SV_L_YEST-1,2018/03/07 01:06:38,2018/03/07 02:57:53,1:51:15
sSTG_FEED_MV_2OM,2018/03/07 01:06:38,2018/03/07 02:43:00,1:36:22
sSTG_FEED_SV_CS1_ALL,2018/03/07 01:06:38,2018/03/07 02:41:09,1:34:31
sSTG_FEED_SV_CS1_MAIN,2018/03/07 01:06:38,2018/03/07 02:41:09,1:34:31
sSTG_FEED_PL_SV_L_OM,2018/03/07 01:06:38,2018/03/07 03:12:05,2:5:27
sSTG_FEED_SV_YEST,2018/03/07 01:06:38,2018/03/07 03:09:55,2:3:17
sSTG_FEED_MV_OM-1,2018/03/07 01:06:38,2018/03/07 02:41:21,1:34:43
sSTG_FEED_XG_ALL,2018/03/07 01:06:38,2018/03/07 03:17:05,2:10:27
sSTG_FEED_XG_MAIN,2018/03/07 01:06:38,2018/03/07 03:14:22,2:7:44
sSTG_FEED_SV_L_YEST-1,2018/03/07 01:06:38,2018/03/07 03:10:19,2:3:41
sSTG_FEED_VAR,2018/03/07 01:06:38,2018/03/07 04:02:09,2:55:31
sSTG_FEED_VAR_STRESS_TEST,2018/03/07 01:06:38,2018/03/07 04:00:25,2:53:47
sSTG_FEED_TAYLOR,2018/03/07 01:06:38,2018/03/07 04:10:10,3:3:32
sSTG_FEED_VAR_PART1,2018/03/07 01:06:38,2018/03/07 04:00:25,2:53:47
sSTG_FEED_VAR_PART2,2018/03/07 01:06:38,2018/03/07 03:35:38,2:29:0
sSTG_FEED_VAR_PART3,2018/03/07 01:06:38,2018/03/07 03:19:20,2:12:42
sSTG_FEED_VAR_PART4,2018/03/07 01:06:38,2018/03/07 03:45:54,2:39:16
sSTG_FEED_VAR_PART5,2018/03/07 01:06:38,2018/03/07 03:11:14,2:4:36
sSTG_FEED_VAR_PART6,2018/03/07 01:06:38,2018/03/07 02:51:38,1:45:0
sSTG_FEED_VAR_PART7,2018/03/07 01:06:38,2018/03/07 02:58:37,1:51:59
sSTG_FEED_VAR_PART8,2018/03/07 01:06:38,2018/03/07 03:30:59,2:24:21
sSTG_FEED_MISC_INDEX_2B,2018/03/07 01:57:49,2018/03/07 02:02:54,0:5:5
sSTG_FEED_COM_RISK_SPEC_INDEX_ALL,2018/03/07 02:00:44,2018/03/07 02:00:44,0:0:0
sSTG_FEED_MISC_INDEX,2018/03/07 02:10:52,2018/03/07 02:11:01,0:0:9
sSTG_FEED_SV_CS1_INDEX_ALL,2018/03/07 02:41:09,2018/03/07 02:41:09,0:0:0
sSTG_FEED_MV_INDEX_ALL,2018/03/07 02:43:00,2018/03/07 02:43:29,0:0:29
sSTG_FEED_PL_INDEX_ALL,2018/03/07 02:45:33,2018/03/07 02:45:54,0:0:21
sSTG_FEED_IRD_RISK_SPEC_INDEX_ALL,2018/03/07 02:53:28,2018/03/07 02:53:28,0:0:0
sSTG_FEED_DT_02,2018/03/07 02:55:28,2018/03/07 03:00:06,0:4:38
sSTG_FEED_DT_INDEX_ALL,2018/03/07 03:00:06,2018/03/07 03:00:48,0:0:42
sSTG_FEED_CS_INDEX_ALL,2018/03/07 03:02:38,2018/03/07 03:05:41,0:3:3
sSTG_FEED_FX_RISK_SPEC_INDEX_ALL,2018/03/07 03:02:40,2018/03/07 03:02:41,0:0:1
sSTG_FEED_SV_INDEX_ALL,2018/03/07 03:10:19,2018/03/07 03:10:57,0:0:38
sSTG_FEED_PL_SV_INDEX_ALL,2018/03/07 03:13:15,2018/03/07 03:13:25,0:0:10
sSTG_FEED_XG_INDEX_ALL,2018/03/07 03:14:22,2018/03/07 03:14:34,0:0:12
sSTG_FEED_MIFID,2018/03/07 03:14:34,2018/03/07 03:17:02,0:2:28
sSTG_FEED_UPD_MIFID,2018/03/07 03:17:02,2018/03/07 03:17:05,0:0:3
sSTG_FEED_VAR_DATAMART,2018/03/07 04:00:25,2018/03/07 04:02:06,0:1:41
sSTG_FEED_VAR_INDEX,2018/03/07 04:02:06,2018/03/07 04:02:09,0:0:3
sLAUNCH_MASTER_LAUNCHER,2018/03/07 04:10:10,2018/03/07 04:10:10,0:0:0
sSTG_FEED_PARSER_FUNCTION,2018/03/07 04:10:10,2018/03/07 04:26:19,0:16:9
sSTG_FEED_CVPRC,2018/03/07 04:10:10,2018/03/07 04:13:50,0:3:40
sSTG_FEED_CVSPT,2018/03/07 04:10:10,2018/03/07 04:11:37,0:1:27
sSTG_FEED_DTSEC,2018/03/07 04:10:10,2018/03/07 04:26:19,0:16:9
sSTG_FEED_RTNBD,2018/03/07 04:10:10,2018/03/07 04:11:37,0:1:27
sSTG_VALIDATE_INTEGRITY,2018/03/07 04:26:19,2018/03/07 04:26:25,0:0:6
sODS_TRUNCATE,2018/03/07 04:26:25,2018/03/07 04:26:27,0:0:2
sODS_DROP_INDEX,2018/03/07 04:26:27,2018/03/07 04:26:28,0:0:1
sODS_FEED_ALL,2018/03/07 04:26:28,2018/03/07 05:22:30,0:56:2
sODS_FEED_COMRISK_SPEC,2018/03/07 04:26:28,2018/03/07 04:28:49,0:2:21
sODS_FEED_CRDRISK_SPEC,2018/03/07 04:26:28,2018/03/07 04:27:00,0:0:32
sODS_FEED_CS,2018/03/07 04:26:28,2018/03/07 05:22:30,0:56:2
sODS_FEED_CS_FUT_L,2018/03/07 04:26:28,2018/03/07 04:27:28,0:1:0
sODS_FEED_CS_EVAL,2018/03/07 04:26:28,2018/03/07 04:28:11,0:1:43
sODS_FEED_DT,2018/03/07 04:26:28,2018/03/07 04:59:07,0:32:39
sODS_FEED_DT_SV,2018/03/07 04:26:28,2018/03/07 04:41:59,0:15:31
sODS_FEED_FXRISK_SPEC,2018/03/07 04:26:28,2018/03/07 04:28:25,0:1:57
sODS_FEED_IRDRISK,2018/03/07 04:26:28,2018/03/07 04:29:07,0:2:39
sODS_FEED_IRDRISK_SPEC,2018/03/07 04:26:28,2018/03/07 04:29:59,0:3:31
sODS_FEED_MV_DETAIL,2018/03/07 04:26:28,2018/03/07 04:53:23,0:26:55
sODS_FEED_PL,2018/03/07 04:26:28,2018/03/07 04:42:08,0:15:40
sODS_FEED_PL_HS,2018/03/07 04:26:28,2018/03/07 04:29:35,0:3:7
sODS_FEED_PL_SV,2018/03/07 04:26:28,2018/03/07 04:30:28,0:4:0
sODS_FEED_SV,2018/03/07 04:26:28,2018/03/07 04:36:21,0:9:53
sODS_FEED_VAR_COM,2018/03/07 04:26:28,2018/03/07 04:29:49,0:3:21
sODS_FEED_VAR_SCN,2018/03/07 04:26:28,2018/03/07 04:28:14,0:1:46
sODS_FEED_XG,2018/03/07 04:26:28,2018/03/07 04:32:25,0:5:57
sODS_FEED_TAYLOR_COM,2018/03/07 04:26:28,2018/03/07 04:33:43,0:7:15
sODS_FEED_TAYLOR_CRD,2018/03/07 04:26:28,2018/03/07 04:42:52,0:16:24
sODS_FEED_TAYLOR_CURR,2018/03/07 04:26:28,2018/03/07 04:44:11,0:17:43
sODS_FEED_TAYLOR_IRD,2018/03/07 04:26:28,2018/03/07 04:39:10,0:12:42
sODS_SQL,2018/03/07 05:22:30,2018/03/07 05:46:54,0:24:24
sODS_SQL_UPDATE,2018/03/07 05:22:30,2018/03/07 05:33:08,0:10:38
sUPDATE_STATISTICS,2018/03/07 05:22:30,2018/03/07 05:46:54,0:24:24
sODS_UPD_CS,2018/03/07 05:22:30,2018/03/07 05:22:30,0:0:0
sODS_UPD_CS_FUT,2018/03/07 05:22:30,2018/03/07 05:22:30,0:0:0
sODS_UPD_DT,2018/03/07 05:22:30,2018/03/07 05:29:20,0:6:50
sODS_UPD_DT_SV,2018/03/07 05:22:30,2018/03/07 05:22:30,0:0:0
sODS_UPD_MV,2018/03/07 05:22:30,2018/03/07 05:33:08,0:10:38
sODS_UPD_PL,2018/03/07 05:22:30,2018/03/07 05:32:31,0:10:1
sODS_UPD_PL_SV,2018/03/07 05:22:30,2018/03/07 05:33:04,0:10:34
sODS_UPD_SV,2018/03/07 05:22:30,2018/03/07 05:24:14,0:1:44
sODS_UPD_XG,2018/03/07 05:22:30,2018/03/07 05:22:45,0:0:15
sODS_VALIDATE_INTEGRITY,2018/03/07 05:46:54,2018/03/07 05:47:00,0:0:6
sWORKFLOW_RESET,2018/03/07 05:47:00,2018/03/07 05:47:01,0:0:1
sBACKUP,2018/03/07 05:47:01,2018/03/07 05:47:01,0:0:0
sMARKER_END,2018/03/07 05:47:01,2018/03/07 05:47:29,0:0:28
sEMAIL_END,2018/03/07 05:47:29,2018/03/07 05:47:30,0:0:1
State,Start,End,Run time
sEOD_LIVE,2018/03/09 23:53:27,2018/03/10 05:13:07,5:19:40
sEMAIL_START,2018/03/09 23:53:27,2018/03/09 23:53:27,0:0:0
sMARKER_START,2018/03/09 23:53:27,2018/03/09 23:53:50,0:0:23
sCHECK_DATE,2018/03/09 23:53:50,2018/03/09 23:53:50,0:0:0
sDATE_INIT,2018/03/09 23:53:50,2018/03/09 23:57:37,0:3:47
sSTG_WAIT_COMPTA_PLCOMP,2018/03/09 23:57:37,2018/03/10 00:14:46,0:17:9
sSTG_TRUNCATE,2018/03/10 00:14:46,2018/03/10 00:14:48,0:0:2
sSTG_DROP_INDEX,2018/03/10 00:14:48,2018/03/10 00:14:48,0:0:0
sSTG_FEED_MAIN,2018/03/10 00:14:48,2018/03/10 03:26:49,3:12:1
sSTG_FEED_MISC_ALL,2018/03/10 00:14:49,2018/03/10 01:23:06,1:8:17
sSTG_FEED_MISC_MAIN,2018/03/10 00:14:49,2018/03/10 01:23:06,1:8:17
sSTG_FEED_COM_RISK_SPEC_ALL,2018/03/10 00:14:49,2018/03/10 01:21:43,1:6:54
sSTG_FEED_COM_RISK_SPEC_MAIN,2018/03/10 00:14:49,2018/03/10 01:21:42,1:6:53
sSTG_FEED_MISC,2018/03/10 00:14:49,2018/03/10 01:22:56,1:8:7
sSTG_FEED_CS_ALL,2018/03/10 00:14:49,2018/03/10 02:18:58,2:4:9
sSTG_FEED_MISC_MAIN2,2018/03/10 00:14:49,2018/03/10 01:14:16,0:59:27
sSTG_FEED_MISC_2A,2018/03/10 00:14:49,2018/03/10 01:11:04,0:56:15
sSTG_FEED_CS_MAIN,2018/03/10 00:14:49,2018/03/10 02:15:58,2:1:9
sSTG_FEED_DT_ALL,2018/03/10 00:14:49,2018/03/10 02:16:34,2:1:45
sSTG_FEED_CS_OM,2018/03/10 00:14:49,2018/03/10 02:15:58,2:1:9
sSTG_FEED_DT_MAIN,2018/03/10 00:14:49,2018/03/10 02:15:36,2:0:47
sSTG_FEED_DT_01,2018/03/10 00:14:49,2018/03/10 02:10:51,1:56:2
sSTG_FEED_FX_RISK_SPEC_ALL,2018/03/10 00:14:49,2018/03/10 02:20:12,2:5:23
sSTG_FEED_CS_TODAY,2018/03/10 00:14:49,2018/03/10 01:57:09,1:42:20
sSTG_FEED_FX_RISK_SPEC_MAIN,2018/03/10 00:14:49,2018/03/10 02:20:12,2:5:23
sSTG_FEED_IRD_RISK_SPEC_ALL,2018/03/10 00:14:49,2018/03/10 02:05:25,1:50:36
sSTG_FEED_CS_OTHER,2018/03/10 00:14:49,2018/03/10 01:58:30,1:43:41
sSTG_FEED_IRD_RISK_SPEC_MAIN,2018/03/10 00:14:49,2018/03/10 02:05:25,1:50:36
sSTG_FEED_PL_ALL,2018/03/10 00:14:49,2018/03/10 01:56:39,1:41:50
sSTG_FEED_PL_MAIN,2018/03/10 00:14:49,2018/03/10 01:56:19,1:41:30
sSTG_FEED_PL_SV_ALL,2018/03/10 00:14:49,2018/03/10 02:24:38,2:9:49
sSTG_FEED_MV_ALL,2018/03/10 00:14:49,2018/03/10 01:58:09,1:43:20
sSTG_FEED_PL_OIS_YEST,2018/03/10 00:14:49,2018/03/10 01:05:24,0:50:35
sSTG_FEED_MV_MAIN,2018/03/10 00:14:49,2018/03/10 01:57:41,1:42:52
sSTG_FEED_PL_SV_MAIN,2018/03/10 00:14:49,2018/03/10 02:24:27,2:9:38
sSTG_FEED_SV_ALL,2018/03/10 00:14:49,2018/03/10 02:25:48,2:10:59
sSTG_FEED_PL_OM-1,2018/03/10 00:14:49,2018/03/10 01:42:48,1:27:59
sSTG_FEED_SV_MAIN,2018/03/10 00:14:49,2018/03/10 02:25:16,2:10:27
sSTG_FEED_PL_SV_YEST,2018/03/10 00:14:49,2018/03/10 02:22:49,2:8:0
sSTG_FEED_MV_2OM,2018/03/10 00:14:49,2018/03/10 01:53:32,1:38:43
sSTG_FEED_SV_CS1_ALL,2018/03/10 00:14:49,2018/03/10 01:49:01,1:34:12
sSTG_FEED_PL_2OM,2018/03/10 00:14:49,2018/03/10 01:56:19,1:41:30
sSTG_FEED_SV_YEST,2018/03/10 00:14:49,2018/03/10 02:25:01,2:10:12
sSTG_FEED_SV_CS1_MAIN,2018/03/10 00:14:49,2018/03/10 01:49:01,1:34:12
sSTG_FEED_PL_SV_L_YEST-1,2018/03/10 00:14:49,2018/03/10 02:08:29,1:53:40
sSTG_FEED_MV_OM-1,2018/03/10 00:14:49,2018/03/10 01:57:41,1:42:52
sSTG_FEED_XG_ALL,2018/03/10 00:14:49,2018/03/10 02:18:13,2:3:24
sSTG_FEED_PL_SV_L_OM,2018/03/10 00:14:49,2018/03/10 02:24:27,2:9:38
sSTG_FEED_XG_MAIN,2018/03/10 00:14:49,2018/03/10 02:15:30,2:0:41
sSTG_FEED_SV_L_YEST-1,2018/03/10 00:14:49,2018/03/10 02:25:16,2:10:27
sSTG_FEED_VAR,2018/03/10 00:14:49,2018/03/10 03:09:22,2:54:33
sSTG_FEED_VAR_STRESS_TEST,2018/03/10 00:14:49,2018/03/10 03:07:40,2:52:51
sSTG_FEED_VAR_PART1,2018/03/10 00:14:49,2018/03/10 03:07:40,2:52:51
sSTG_FEED_TAYLOR,2018/03/10 00:14:49,2018/03/10 03:26:48,3:11:59
sSTG_FEED_VAR_PART2,2018/03/10 00:14:49,2018/03/10 02:44:48,2:29:59
sSTG_FEED_VAR_PART3,2018/03/10 00:14:49,2018/03/10 02:27:50,2:13:1
sSTG_FEED_VAR_PART4,2018/03/10 00:14:49,2018/03/10 02:39:12,2:24:23
sSTG_FEED_VAR_PART5,2018/03/10 00:14:49,2018/03/10 02:11:53,1:57:4
sSTG_FEED_VAR_PART6,2018/03/10 00:14:49,2018/03/10 01:56:53,1:42:4
sSTG_FEED_VAR_PART7,2018/03/10 00:14:49,2018/03/10 02:02:29,1:47:40
sSTG_FEED_VAR_PART8,2018/03/10 00:14:49,2018/03/10 02:34:44,2:19:55
sSTG_FEED_MISC_INDEX_2B,2018/03/10 01:11:04,2018/03/10 01:14:16,0:3:12
sSTG_FEED_COM_RISK_SPEC_INDEX_ALL,2018/03/10 01:21:42,2018/03/10 01:21:43,0:0:1
sSTG_FEED_MISC_INDEX,2018/03/10 01:22:56,2018/03/10 01:23:06,0:0:10
sSTG_FEED_SV_CS1_INDEX_ALL,2018/03/10 01:49:01,2018/03/10 01:49:01,0:0:0
sSTG_FEED_PL_INDEX_ALL,2018/03/10 01:56:19,2018/03/10 01:56:39,0:0:20
sSTG_FEED_MV_INDEX_ALL,2018/03/10 01:57:41,2018/03/10 01:58:09,0:0:28
sSTG_FEED_IRD_RISK_SPEC_INDEX_ALL,2018/03/10 02:05:25,2018/03/10 02:05:25,0:0:0
sSTG_FEED_DT_02,2018/03/10 02:10:51,2018/03/10 02:15:36,0:4:45
sSTG_FEED_XG_INDEX_ALL,2018/03/10 02:15:30,2018/03/10 02:15:40,0:0:10
sSTG_FEED_DT_INDEX_ALL,2018/03/10 02:15:36,2018/03/10 02:16:34,0:0:58
sSTG_FEED_MIFID,2018/03/10 02:15:40,2018/03/10 02:18:09,0:2:29
sSTG_FEED_CS_INDEX_ALL,2018/03/10 02:15:58,2018/03/10 02:18:58,0:3:0
sSTG_FEED_UPD_MIFID,2018/03/10 02:18:09,2018/03/10 02:18:13,0:0:4
sSTG_FEED_FX_RISK_SPEC_INDEX_ALL,2018/03/10 02:20:12,2018/03/10 02:20:12,0:0:0
sSTG_FEED_PL_SV_INDEX_ALL,2018/03/10 02:24:27,2018/03/10 02:24:38,0:0:11
sSTG_FEED_SV_INDEX_ALL,2018/03/10 02:25:16,2018/03/10 02:25:48,0:0:32
sSTG_FEED_VAR_DATAMART,2018/03/10 03:07:40,2018/03/10 03:09:19,0:1:39
sSTG_FEED_VAR_INDEX,2018/03/10 03:09:19,2018/03/10 03:09:22,0:0:3
sLAUNCH_MASTER_LAUNCHER,2018/03/10 03:26:49,2018/03/10 03:26:49,0:0:0
sSTG_FEED_PARSER_FUNCTION,2018/03/10 03:26:49,2018/03/10 03:42:52,0:16:3
sSTG_FEED_CVPRC,2018/03/10 03:26:49,2018/03/10 03:30:21,0:3:32
sSTG_FEED_CVSPT,2018/03/10 03:26:49,2018/03/10 03:28:20,0:1:31
sSTG_FEED_DTSEC,2018/03/10 03:26:49,2018/03/10 03:42:52,0:16:3
sSTG_FEED_RTNBD,2018/03/10 03:26:49,2018/03/10 03:28:18,0:1:29
sSTG_VALIDATE_INTEGRITY,2018/03/10 03:42:52,2018/03/10 03:42:57,0:0:5
sODS_TRUNCATE,2018/03/10 03:42:57,2018/03/10 03:42:59,0:0:2
sODS_DROP_INDEX,2018/03/10 03:42:59,2018/03/10 03:42:59,0:0:0
sODS_FEED_ALL,2018/03/10 03:42:59,2018/03/10 04:45:59,1:3:0
sODS_FEED_COMRISK_SPEC,2018/03/10 03:42:59,2018/03/10 03:45:39,0:2:40
sODS_FEED_CRDRISK_SPEC,2018/03/10 03:42:59,2018/03/10 03:43:36,0:0:37
sODS_FEED_CS,2018/03/10 03:42:59,2018/03/10 04:45:58,1:2:59
sODS_FEED_CS_FUT_L,2018/03/10 03:42:59,2018/03/10 03:43:55,0:0:56
sODS_FEED_CS_EVAL,2018/03/10 03:42:59,2018/03/10 03:44:59,0:2:0
sODS_FEED_DT,2018/03/10 03:42:59,2018/03/10 04:17:00,0:34:1
sODS_FEED_DT_SV,2018/03/10 03:43:00,2018/03/10 03:58:27,0:15:27
